"Alpha","Beta","Gamma","b","products_1","charge_pdt_1","products_2","charge_pdt_2","Product_3","charge_pdt_3","react_type"
"90","0","0","8.30","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","8.40","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","8.50","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","8.60","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","8.70","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","8.80","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","8.90","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","9.00","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","9.10","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","9.20","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","9.30","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","9.40","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","9.50","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","10.00","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","10.50","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","11.00","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","11.50","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","12.00","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","12.50","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","13.00","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","13.50","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","14.00","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","14.50","C2H4","NA","NA","NA","P","NA","1"
"90","0","0","15.00","C2H4","NA","NA","NA","P","NA","1"
"90","180","0","0.00","C2H4","NA","NA","NA","P","NA","1"
"90","180","0","0.10","C2H4","NA","NA","NA","P","NA","1"
"90","180","0","0.20","C2H3","0.645712221","H6","0.035217407","P","0.319070372","4A"
"90","180","0","0.30","C2H3","0.752148097","H6","0.038613839","P","0.209238064","4A"
"90","180","0","0.40","C2H3","0.83220529","H6","0.158133153","P","0.009661557","4A"
"90","180","0","0.50","C2H3","0.85642466","H6","0.062808922","P","0.080766418","4A"
"90","180","0","0.60","C2H3","0.807837618","H6","0.02619204","P","0.165970341","4A"
"90","180","0","0.70","C2H3","0.661383813","H6","0.023817198","P","0.314798989","4A"
"90","180","0","0.80","C2H3","0.759890054","H6","0.011051014","P","0.229058931","4A"
"90","180","0","0.90","C2H3","0.691124611","H6","0.005365682","P","0.303509706","4A"
"90","180","0","1.00","C2H3","0.742655709","H6","0.006218637","P","0.251125654","4A"
"90","180","0","1.10","C2H3","0.846908538","H6","0.016625063","P","0.136466399","4A"
"90","180","0","1.20","C2H3","0.870226924","H6","0.008608352","P","0.121164724","4A"
"90","180","0","1.30","C2H3","0.990288461","H6P","0.009711539","NA","NA","4B"
"90","180","0","1.40","C2H3","0.997173748","H6P","0.002826252","NA","NA","4B"
"90","180","0","1.50","C2H3","0.988203499","H6P","0.011796501","NA","NA","4B"
"90","180","0","1.60","C2H3","0.644768283","H6","0.315502802","P","0.039728915","4A"
"90","180","0","1.70","C2H3","0.556725683","H6","0.470422837","P","-0.02714852","4A"
"90","180","0","1.80","C2H3","0.957922972","H6","0.030536945","P","0.011540084","4A"
"90","180","0","1.90","CH2CHP","0.8024863","H6","0.1975137","P","NA","4D"
"90","180","0","2.00","CHCHP","0.886985766","H6","0.071231547","H3","0.041782687","4C"
"90","180","0","2.10","CHCH","0.953440653","H6","0.027125263","H3","0.019434084","5C"
"90","180","0","2.20","C2H3","0.940717765","H6","0.008590568","P","0.050691667","4A"
"90","180","0","2.30","C2H3","0.93082274","H6","0.004171684","P","0.065005576","4A"
"90","180","0","2.40","C2H3","0.457075978","H6","0.001736294","P","0.541187728","4A"
"90","180","0","2.50","C2H3","0.885808012","H6","-0.001500412","P","0.1156924","4A"
